family,group,module,metric_name,zone,side,views,source_spaces,scope,status,catalog_role,function_template,notes
F0,orbit,existing_backend.py,orbital_asymmetry_index,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,orbit,existing_backend.py,orbital_perimeter_symmetry,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,orbit,existing_backend.py,interorbital_ratio,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,orbit,existing_backend.py,intercanthal_width_ratio,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,orbit,existing_backend.py,mean_orbital_depth,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,orbit,existing_backend.py,depth_asymmetry,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,orbit,existing_backend.py,bilateral_center_depth_asymmetry,orbit,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,palpebral_fissure_length_L_ratio,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,eye_lid,existing_backend.py,palpebral_fissure_length_R_ratio,eye_lid,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,eye_lid,existing_backend.py,palpebral_fissure_asymmetry_ratio,eye_lid,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,eye_lid,existing_backend.py,right_apex_displacement,eye_lid,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,left_apex_displacement,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,right_upper_lid_residual,eye_lid,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,left_upper_lid_residual,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,right_lower_lid_residual,eye_lid,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,left_lower_lid_residual,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,right_opening_balance,eye_lid,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,left_opening_balance,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,eye_lid,existing_backend.py,left_canthus_z_delta,eye_lid,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,brow,existing_backend.py,brow_ridge_projection_L_ratio,brow,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,brow,existing_backend.py,brow_ridge_projection_R_ratio,brow,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,right_spherical_variance,cheek_temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,left_spherical_variance,cheek_temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,mean_spherical_variance,cheek_temporal,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,mean_cliff_gradient,cheek_temporal,B,"FR,LTL,RTL",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,right_cheek_z_var,cheek_temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,left_cheek_z_var,cheek_temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,temporal_depth_L_ratio,cheek_temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,cheek_temporal,existing_backend.py,temporal_depth_R_ratio,cheek_temporal,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated",canon_bucket/raw,single,legacy,both,legacy_export,
F0,texture,existing_backend.py,texture_baseline_shift,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_lbp_complexity,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_lbp_uniformity,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_specular_gloss,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_pore_density,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_gabor_std,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F0,texture,existing_backend.py,texture_global_smoothness,texture,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP",canon_bucket/raw,single,legacy,diagnostic,legacy_export,
F1,distances_ratios,distances.py,forehead_chin_distance_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,forehead_chin_signed_depth_delta_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,forehead_chin_vertical_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,forehead_chin_lateral_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,forehead_nasion_distance_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,forehead_nasion_signed_depth_delta_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,forehead_nasion_vertical_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,forehead_nasion_lateral_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,glabella_chin_distance_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,glabella_chin_signed_depth_delta_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,glabella_chin_vertical_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,glabella_chin_lateral_gap_ratio,skull_face,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,cheekbone_L_cheekbone_R_distance_ratio,midface_zygoma,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,cheekbone_L_cheekbone_R_signed_depth_delta_ratio,midface_zygoma,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,cheekbone_L_cheekbone_R_vertical_gap_ratio,midface_zygoma,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,cheekbone_L_cheekbone_R_lateral_gap_ratio,midface_zygoma,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,jaw_L_jaw_R_distance_ratio,jaw_chin,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,jaw_L_jaw_R_signed_depth_delta_ratio,jaw_chin,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,jaw_L_jaw_R_vertical_gap_ratio,jaw_chin,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,jaw_L_jaw_R_lateral_gap_ratio,jaw_chin,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,orbit_L_orbit_R_distance_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,orbit_L_orbit_R_signed_depth_delta_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,orbit_L_orbit_R_vertical_gap_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,orbit_L_orbit_R_lateral_gap_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,inner_canthus_L_inner_canthus_R_distance_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,inner_canthus_L_inner_canthus_R_signed_depth_delta_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,inner_canthus_L_inner_canthus_R_vertical_gap_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,inner_canthus_L_inner_canthus_R_lateral_gap_ratio,orbit,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,brow_ridge_L_brow_ridge_R_distance_ratio,brow,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,brow_ridge_L_brow_ridge_R_signed_depth_delta_ratio,brow,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,brow_ridge_L_brow_ridge_R_vertical_gap_ratio,brow,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,brow_ridge_L_brow_ridge_R_lateral_gap_ratio,brow,B,"FR,LTL,RTL","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,nose_bridge_tip_chin_distance_ratio,profile,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,nose_bridge_tip_chin_signed_depth_delta_ratio,profile,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,nose_bridge_tip_chin_vertical_gap_ratio,profile,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,nose_bridge_tip_chin_lateral_gap_ratio,profile,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,nasion_glabella_distance_ratio,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,nasion_glabella_signed_depth_delta_ratio,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,nasion_glabella_vertical_gap_ratio,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,nasion_glabella_lateral_gap_ratio,nose_bridge,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,nasion_inner_canthus_L_distance_ratio,nose_bridge,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,nasion_inner_canthus_L_signed_depth_delta_ratio,nose_bridge,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,nasion_inner_canthus_L_vertical_gap_ratio,nose_bridge,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,nasion_inner_canthus_L_lateral_gap_ratio,nose_bridge,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,nasion_inner_canthus_R_distance_ratio,nose_bridge,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,nasion_inner_canthus_R_signed_depth_delta_ratio,nose_bridge,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,nasion_inner_canthus_R_vertical_gap_ratio,nose_bridge,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,nasion_inner_canthus_R_lateral_gap_ratio,nose_bridge,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,nasion_pronasale_distance_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,nasion_pronasale_signed_depth_delta_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,nasion_pronasale_vertical_gap_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,nasion_pronasale_lateral_gap_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,subnasale_pronasale_distance_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,subnasale_pronasale_signed_depth_delta_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,subnasale_pronasale_vertical_gap_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,subnasale_pronasale_lateral_gap_ratio,nose,NA,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,zygoma_L_orbit_L_distance_ratio,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,zygoma_L_orbit_L_signed_depth_delta_ratio,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,zygoma_L_orbit_L_vertical_gap_ratio,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,zygoma_L_orbit_L_lateral_gap_ratio,midface_zygoma,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,zygoma_R_orbit_R_distance_ratio,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,zygoma_R_orbit_R_signed_depth_delta_ratio,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,zygoma_R_orbit_R_vertical_gap_ratio,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,zygoma_R_orbit_R_lateral_gap_ratio,midface_zygoma,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,zygoma_L_gonion_L_distance_ratio,midface_jaw,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,zygoma_L_gonion_L_signed_depth_delta_ratio,midface_jaw,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,zygoma_L_gonion_L_vertical_gap_ratio,midface_jaw,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,zygoma_L_gonion_L_lateral_gap_ratio,midface_jaw,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,zygoma_R_gonion_R_distance_ratio,midface_jaw,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
F1,distances_ratios,distances.py,zygoma_R_gonion_R_signed_depth_delta_ratio,midface_jaw,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,signed_depth_delta,
F1,distances_ratios,distances.py,zygoma_R_gonion_R_vertical_gap_ratio,midface_jaw,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,vertical_gap,
F1,distances_ratios,distances.py,zygoma_R_gonion_R_lateral_gap_ratio,midface_jaw,R,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,lateral_gap,
F1,distances_ratios,distances.py,temporal_L_zygoma_L_distance_ratio,temporal,L,"FR,LTL,RTL,LTM,RTM,LTD,RTD,LP,RP visible-side gated","canon_bucket,shape_neutral",single,planned,both,distance_ratio,
